52,137,53,125,46,143,25072,1
53,117,52,98,45,122,27572,1
54,57,51,47,44,81,30072,1
52,7,51,8,44,48,32572,1
52,4,51,15,44,43,35072,1
52,50,51,58,44,65,37572,1
52,103,51,101,45,93,40072,1
54,124,52,110,45,100,42572,1
53,89,52,73,46,77,45072,1
52,32,52,25,45,43,47576,1
53,0,52,1,45,21,50076,1
52,13,52,25,45,31,52580,1
53,69,52,73,46,64,55080,1
52,115,52,109,46,88,57584,1
53,116,52,100,45,85,60084,1
53,67,52,54,46,55,62584,1
53,12,52,12,45,25,65088,1
52,0,51,2,44,13,67588,1
52,26,51,37,44,34,70088,1
52,86,51,88,43,67,72588,1
53,117,52,108,45,84,75088,1
53,98,52,84,44,71,77588,1
52,43,52,36,44,38,80088,1
52,0,52,1,45,14,82588,1
52,0,52,12,46,16,85088,1
53,47,53,55,46,44,87588,1
53,100,53,98,47,74,90088,1
53,117,53,103,46,82,92588,1
53,80,54,66,46,60,95088,1
53,25,52,19,45,27,97592,1
52,0,51,0,44,8,100096,1
51,13,51,23,45,19,102596,1
52,67,52,72,44,52,105096,1
52,112,52,105,45,78,107596,1
52,109,52,94,45,74,110096,1
52,60,52,47,45,45,112596,1
52,7,52,7,45,16,115096,1
52,0,52,1,45,8,117596,1
51,28,52,39,45,31,120096,1
52,88,52,88,46,64,122596,1
53,117,53,106,46,82,125096,1
53,97,53,82,47,69,127600,1
52,42,53,29,46,36,130100,1
52,0,52,0,46,13,132604,1
53,2,52,12,46,16,135108,1
52,49,51,57,46,45,137608,1
52,105,52,99,45,76,140112,1
52,117,52,103,45,82,142612,1
52,80,52,64,45,60,145116,1
52,21,52,16,45,27,147616,1
51,0,51,0,44,12,150116,1
53,17,51,26,45,25,152616,1
52,69,53,76,45,58,155116,1
53,115,52,107,45,83,157616,1
52,108,53,93,46,79,160120,1
52,60,53,48,46,49,162620,1
53,8,53,8,46,19,165120,1
52,0,52,6,45,14,167620,1
52,34,53,45,46,38,170120,1
52,92,53,91,47,70,172620,1
53,121,54,110,46,87,175120,1
52,97,52,81,46,71,177624,1
52,40,52,30,45,38,180124,1
52,0,52,2,44,14,182624,1
51,6,51,16,45,20,185124,1
52,55,51,64,45,51,187624,1
52,107,53,103,45,80,190124,1
52,120,53,105,46,87,192628,1
54,79,53,64,46,63,195128,1
52,23,52,17,46,31,197632,1
53,0,52,3,45,16,200136,1
53,20,52,31,45,31,202640,1
52,81,53,81,46,67,205140,1
52,119,54,110,46,88,207644,1
52,110,53,92,46,81,210144,1
52,60,53,45,45,49,212644,1
52,8,53,6,46,21,215144,1
52,1,52,8,45,18,217644,1
51,40,52,47,46,41,220148,1
53,96,53,95,46,74,222648,1
52,121,53,107,46,88,225148,1
52,96,53,77,46,72,227652,1
52,38,53,28,46,40,230152,1
52,0,52,0,45,16,232652,1
53,10,53,18,45,24,235152,1
52,61,53,65,45,54,237652,1
53,110,53,104,45,82,240152,1
53,119,53,102,46,86,242652,1
52,76,53,59,45,60,245156,1
52,21,53,15,45,30,247656,1
52,0,53,0,45,16,250156,1
52,22,53,32,46,33,252656,1
53,83,53,82,46,66,255156,1
53,119,53,109,46,87,257656,1
52,108,54,92,46,79,260156,1
53,55,54,42,46,48,262656,1
52,6,54,5,46,20,265160,1
52,0,52,8,46,17,267660,1
53,39,53,49,46,41,270160,1
52,98,53,96,46,74,272660,1
54,119,53,107,46,85,275160,1
53,91,53,75,47,67,277660,1
53,34,53,27,45,34,280160,1
52,0,53,0,45,13,282660,1
52,8,53,19,46,22,285160,1
51,59,52,66,46,51,287660,1
53,109,53,105,46,79,290160,1
52,114,54,100,46,81,292660,1
53,68,54,56,47,54,295164,1
52,14,53,13,46,23,297664,1
52,0,53,0,45,11,300164,1
52,22,53,33,46,29,302664,1
52,80,53,83,46,62,305164,1
52,116,54,109,46,82,307664,1
52,102,54,88,46,73,310164,1
52,47,54,38,46,41,312664,1
52,0,53,4,46,14,315164,1
52,0,52,9,45,12,317664,1
51,39,54,51,46,39,320164,1
52,94,53,95,46,70,322664,1
52,114,54,103,46,80,325164,1
53,81,53,70,46,60,327664,1
51,26,53,23,45,28,330164,1
51,0,52,0,46,8,332668,1
51,6,53,22,44,17,335172,1
51,57,53,69,45,49,337672,1
52,106,53,106,46,76,340172,1
52,107,54,98,46,75,342672,1
52,60,53,53,47,48,345172,1
51,7,53,13,46,17,347672,1
51,0,53,2,46,6,350172,1
51,21,53,35,46,26,352672,1
51,78,53,84,46,59,355172,1
52,111,53,108,46,78,357672,1
51,95,53,85,46,68,360172,1
52,38,53,37,46,35,362672,1
51,0,53,1,45,9,365172,1
51,0,52,9,45,10,367672,1
51,37,53,51,45,37,370172,1
53,92,53,96,46,69,372672,1
52,109,54,102,46,78,375172,1
52,76,54,67,46,58,377672,1
52,21,54,20,45,26,380172,1
51,0,52,0,46,8,382672,1
52,6,53,23,47,20,385172,1
51,61,53,69,46,53,387672,1
51,107,53,105,46,78,390172,1
52,106,53,96,46,77,392672,1
51,59,53,51,46,48,395172,1
51,7,53,11,46,19,397672,1
50,0,52,3,46,10,400176,1
51,25,53,39,46,31,402676,1
51,82,53,88,46,64,405176,1
52,115,53,109,46,83,407676,1
52,95,53,83,46,70,410176,1
52,40,53,35,46,38,412680,1
51,0,52,3,45,15,415180,1
51,0,52,14,46,17,417680,1
51,45,53,57,46,45,420180,1
52,100,53,100,47,76,422684,1
52,115,54,105,46,84,425184,1
52,80,53,70,46,63,427688,1
51,23,53,22,46,30,430192,1
51,0,53,4,47,14,432692,1
51,14,52,28,46,27,435192,1
49,67,53,77,46,59,437692,1
52,114,53,110,46,85,440192,1
51,111,54,97,47,80,442692,1
52,61,53,52,46,52,445192,1
50,10,53,11,46,22,447692,1
52,0,52,7,46,14,450192,1
50,32,53,46,46,37,452692,1
51,87,52,92,46,70,455192,1
52,119,53,112,46,86,457692,1
51,96,53,85,47,73,460196,1
52,41,53,33,46,40,462696,1
51,0,53,4,46,16,465196,1
52,2,53,17,46,20,467696,1
51,51,53,62,46,49,470200,1
51,104,54,102,46,78,472700,1
52,117,55,106,46,85,475200,1
51,81,53,68,46,63,477700,1
52,23,53,21,46,29,480200,1
51,0,53,3,46,14,482700,1
51,17,53,30,46,29,485200,1
52,71,53,79,46,61,487700,1
52,116,53,110,47,85,490200,1
51,109,54,96,47,79,492700,1
52,60,53,50,47,50,495200,1
51,10,53,10,46,21,497700,1
51,0,53,9,47,16,500200,1
51,37,53,48,46,39,502700,1
51,92,53,94,46,71,505200,1
52,123,54,112,48,87,507700,1
51,97,53,84,47,71,510200,1
51,40,53,32,46,39,512700,1
52,0,53,5,46,16,515200,1
50,6,52,18,46,20,517700,1
52,53,54,64,46,50,520200,1
51,106,53,104,47,79,522700,1
52,115,54,103,47,84,525200,1
52,77,54,65,47,60,527704,1
52,20,54,17,47,27,530204,1
51,0,53,3,46,13,532704,1
51,18,53,31,46,27,535204,1
51,73,53,78,47,60,537704,1
51,114,54,108,47,83,540204,1
52,105,54,92,47,77,542704,1
52,55,54,46,47,46,545208,1
51,4,53,6,46,16,547708,1
51,0,53,8,46,13,550208,1
51,34,53,49,46,38,552708,1
51,88,53,92,46,68,555208,1
52,116,54,108,47,83,557708,1
51,90,54,77,47,66,560208,1
51,30,54,27,46,33,562708,1
51,0,53,2,47,11,565208,1
50,3,53,17,46,17,567708,1
51,51,54,65,46,48,570208,1
51,102,54,102,47,76,572708,1
51,109,54,100,47,79,575208,1
52,70,53,60,46,56,577708,1
51,12,53,15,47,23,580208,1
51,0,53,2,46,11,582708,1
51,16,53,32,47,27,585208,1
51,72,53,78,46,58,587708,1
53,111,53,108,47,80,590208,1
52,100,54,88,46,72,592712,1
51,49,53,41,47,43,595216,1
51,0,53,3,47,15,597716,1
51,0,52,7,46,14,600216,1
50,37,53,49,46,39,602716,1
52,90,53,93,47,70,605216,1
51,116,54,107,47,83,607716,1
52,87,54,74,46,65,610220,1
51,30,53,27,47,34,612720,1
50,0,53,0,46,13,615220,1
50,6,53,18,46,21,617720,1
50,59,53,69,46,52,620224,1
51,105,52,104,46,81,622724,1
51,113,53,102,47,83,625228,1
51,70,53,58,46,57,627732,1
51,15,53,15,46,26,630232,1
51,0,53,2,46,14,632732,1
51,22,53,34,46,32,635232,1
51,81,53,85,46,66,637732,1
52,115,53,108,46,85,640232,1
51,102,54,90,47,77,642736,1
51,50,53,42,47,47,645236,1
51,2,53,6,46,20,647736,1
51,0,52,10,47,19,650244,1
51,41,53,52,47,45,652744,1
51,98,53,99,47,77,655248,1
51,118,53,107,47,87,657748,1
51,86,54,74,47,69,660248,1
51,29,53,26,47,36,662752,1
50,0,53,2,47,17,665252,1
50,11,52,25,47,28,667752,1
50,64,53,70,46,57,670252,1
51,112,53,108,47,85,672752,1
51,114,54,100,47,84,675252,1
52,68,53,56,46,58,677752,1
51,17,53,14,46,27,680252,1
51,0,52,5,46,17,682752,1
51,29,53,40,47,37,685252,1
52,85,54,87,46,69,687752,1
51,121,54,112,47,90,690252,1
52,105,53,88,47,78,692752,1
52,49,53,40,47,45,695252,1
51,5,53,7,47,21,697752,1
51,3,52,13,46,21,700252,1
51,48,53,57,47,47,702756,1
52,102,53,100,47,78,705256,1
52,120,54,108,48,88,707756,1
51,88,54,73,47,68,710260,1
51,30,54,25,47,35,712760,1
50,0,53,3,46,16,715260,1
52,14,53,26,46,28,717760,1
51,67,53,71,46,61,720260,1
51,114,54,107,47,85,722764,1
52,113,54,98,47,83,725268,1
51,67,53,54,47,56,727768,1
51,14,53,11,47,25,730268,1
51,0,54,6,46,17,732768,1
51,31,53,40,46,37,735272,1
51,86,54,87,47,69,737772,1
52,118,54,108,47,86,740276,1
